iPhasePC GPS状态 GPS模式 GPS有效性 GPS经度 GPS纬度 GPS高度 GPS东速 GPS北速 GPS天速
  53508 01 60 5a 116.603149 40.141692 34.30 0.0016 -0.0036 -0.0111
  53548 01 60 5a 116.603149 40.141692 34.31 0.0084 0.0032 0.0130
  53588 01 60 5a 116.603149 40.141692 34.31 0.0021 0.0128 0.0299
  53628 01 60 5a 116.603149 40.141692 34.31 0.0127 -0.0022 -0.0189
  53668 01 60 5a 116.603149 40.141692 34.32 -0.0012 -0.0052 0.0006
  53708 01 60 5a 116.603149 40.141692 34.33 0.0093 0.0187 -0.0023
  53748 01 60 5a 116.603149 40.141692 34.33 -0.0056 -0.0133 0.0036
  53788 01 60 5a 116.603149 40.141692 34.33 0.0101 -0.0058 -0.0094
  53828 01 60 5a 116.603149 40.141692 34.33 0.0024 0.0074 -0.0101
  53868 01 60 5a 116.603149 40.141692 34.34 -0.0107 -0.0113 0.0146
  53908 01 60 5a 116.603149 40.141692 34.34 0.0128 0.0111 0.0313
  53948 01 60 5a 116.603149 40.141692 34.35 0.0011 0.0098 0.0267
  53988 01 60 5a 116.603149 40.141692 34.35 -0.0082 -0.0268 0.0101
  54028 01 60 5a 116.603149 40.141692 34.35 0.0007 -0.0067 -0.0139
  54068 01 60 5a 116.603149 40.141692 34.35 0.0217 -0.0046 0.0119
  54108 01 60 5a 116.603149 40.141692 34.36 -0.0032 -0.0041 0.0086
  54148 01 60 5a 116.603149 40.141692 34.36 -0.0044 0.0014 0.0098
  54188 01 60 5a 116.603149 40.141692 34.38 -0.0051 0.0033 0.0622
  54228 01 60 5a 116.603149 40.141692 34.38 0.0004 -0.0028 -0.0056
  54268 01 60 5a 116.603149 40.141692 34.38 -0.0016 0.0049 -0.0183
  54308 01 60 5a 116.603149 40.141692 34.38 -0.0019 -0.0149 -0.0129
  54348 01 60 5a 116.603149 40.141692 34.39 0.0022 0.0147 0.0260
  54388 01 60 5a 116.603149 40.141693 34.39 0.0045 0.0055 0.0224
  54428 01 60 5a 116.603149 40.141693 34.39 0.0033 0.0046 0.0219
  54468 01 60 5a 116.603149 40.141693 34.39 -0.0003 0.0020 0.0027
  54508 01 60 5a 116.603149 40.141693 34.39 -0.0013 0.0095 -0.0111
  54547 01 60 5a 116.603149 40.141693 34.40 0.0129 0.0002 0.0184
  54588 01 60 5a 116.603149 40.141693 34.40 -0.0029 -0.0059 0.0274
  54628 01 60 5a 116.603149 40.141693 34.40 0.0218 -0.0028 0.0008
  54668 01 60 5a 116.603149 40.141693 34.41 0.0042 0.0029 0.0343
  54708 01 60 5a 116.603149 40.141693 34.41 0.0022 -0.0075 0.0013
  54748 01 60 5a 116.603149 40.141693 34.41 -0.0047 -0.0353 0.0146
  54788 01 60 5a 116.603149 40.141693 34.42 0.0002 -0.0071 0.0391
  54828 01 60 5a 116.603149 40.141693 34.42 -0.0082 -0.0233 0.0204
  54868 01 60 5a 116.603149 40.141693 34.42 -0.0019 -0.0066 0.0058
  54908 01 60 5a 116.603149 40.141693 34.42 -0.0011 -0.0151 -0.0006
  54948 01 60 5a 116.603149 40.141693 34.41 -0.0040 -0.0128 0.0074
  54988 01 60 5a 116.603149 40.141693 34.38 0.0055 0.0214 0.0492
  55028 01 60 5a 116.603149 40.141693 34.38 0.0131 0.0427 0.0455
  55068 01 60 5a 116.603149 40.141692 34.33 0.0004 0.0111 -0.0294
  55108 01 60 5a 116.603149 40.141693 34.25 0.0158 0.0070 -0.0056
  55148 01 60 5a 116.603149 40.141693 34.25 -0.0012 -0.0022 0.0397
  55188 01 60 5a 116.603149 40.141693 34.26 0.0056 -0.0103 0.0329
  55228 01 60 5a 116.603149 40.141692 34.35 -0.0062 -0.0116 -0.0172
  55268 01 60 5a 116.603149 40.141692 34.35 0.0036 0.0194 -0.0114
  55308 01 60 5a 116.603149 40.141693 34.34 -0.0098 0.0042 0.0192
  55348 01 60 5a 116.603149 40.141693 34.34 0.0039 -0.0100 0.0178
  55388 01 60 5a 116.603149 40.141693 34.34 0.0038 -0.0014 -0.0111
  55428 01 60 5a 116.603149 40.141693 34.43 -0.0076 -0.0164 -0.0088
  55468 01 60 5a 116.603149 40.141693 34.43 -0.0005 0.0109 0.0189
  55508 01 60 5a 116.603149 40.141693 34.42 0.0035 0.0053 -0.0464
  55548 01 60 5a 116.603149 40.141693 34.44 0.0006 0.0077 0.0457
  55588 01 60 5a 116.603149 40.141693 34.42 -0.0038 -0.0335 -0.0356
  55628 01 60 5a 116.603149 40.141693 34.37 -0.0029 -0.0253 0.0067
  55668 01 60 5a 116.603149 40.141693 34.20 -0.0063 0.0001 -0.0213
  55708 01 60 5a 116.603149 40.141693 34.20 -0.0063 0.0143 0.0138
  55748 01 60 5a 116.603149 40.141693 34.21 -0.0041 -0.0175 0.0119
  55788 01 60 5a 116.603149 40.141693 34.21 0.0091 -0.0077 0.0029
  55828 01 60 5a 116.603149 40.141693 34.21 -0.0048 0.0000 -0.0158
  55867 01 60 5a 116.603149 40.141693 34.38 0.0020 0.0082 0.0092
  55908 01 60 5a 116.603149 40.141693 34.38 -0.0132 -0.0272 0.0106
  55948 01 60 5a 116.603149 40.141693 34.39 -0.0032 -0.0048 0.0066
  55988 01 60 5a 116.603149 40.141693 34.39 0.0043 -0.0088 -0.0290
  56028 01 60 5a 116.603149 40.141693 34.39 0.0080 -0.0082 0.0071
  56068 01 60 5a 116.603148 40.141693 34.39 0.0069 -0.0102 -0.0024
  56108 01 60 5a 116.603148 40.141693 34.40 0.0060 -0.0058 0.0073
  56148 01 60 5a 116.603148 40.141693 34.41 0.0110 0.0109 0.0161
  56188 01 60 5a 116.603149 40.141693 34.32 -0.0086 -0.0274 -0.0086
  56228 01 60 5a 116.603149 40.141693 34.33 0.0039 0.0440 0.0538
  56268 01 60 5a 116.603149 40.141693 34.33 0.0130 0.0335 0.0035
  56308 01 60 5a 116.603158 40.141713 35.56 -0.0231 0.0125 -0.0161
  56348 01 60 5a 116.603158 40.141713 35.56 -0.0074 -0.0065 0.0540
  56388 01 60 5a 116.603158 40.141713 35.56 0.0003 0.0105 0.0186
  56428 01 60 5a 116.603158 40.141713 35.57 -0.0073 -0.0237 0.0789
  56468 01 60 5a 116.603158 40.141713 35.56 -0.0054 -0.0081 0.0237
  56508 01 60 5a 116.603149 40.141694 34.28 -0.0080 0.0154 -0.0067
  56548 01 60 5a 116.603148 40.141693 34.45 0.0086 0.0232 -0.0170
  56588 01 60 5a 116.603148 40.141693 34.46 0.0005 -0.0052 -0.0221
  56628 01 60 5a 116.603148 40.141693 34.47 -0.0062 -0.0009 -0.0234
  56668 01 60 5a 116.603148 40.141693 34.47 -0.0080 0.0222 -0.0356
  56708 01 60 5a 116.603148 40.141693 34.48 0.0043 0.0009 0.0107
  56748 01 60 5a 116.603148 40.141694 34.49 -0.0125 0.0222 0.0213
  56788 01 60 5a 116.603148 40.141694 34.49 0.0027 0.0008 -0.0125
  56828 01 60 5a 116.603148 40.141694 34.49 -0.0094 0.0135 -0.0138
  56868 01 60 5a 116.603148 40.141694 34.49 -0.0068 0.0051 0.0041
  56908 01 60 5a 116.603148 40.141694 34.50 0.0105 0.0203 0.0094
  56948 01 60 5a 116.603148 40.141694 34.50 0.0065 0.0191 -0.0164
  56988 01 60 5a 116.603148 40.141694 34.50 -0.0034 -0.0083 0.0219
  57028 01 60 5a 116.603148 40.141694 34.51 0.0111 -0.0246 -0.0023
  57068 01 60 5a 116.603148 40.141694 34.52 0.0060 0.0068 0.0097
  57108 01 60 5a 116.603148 40.141694 34.51 0.0047 -0.0237 -0.0249
  57148 01 60 5a 116.603148 40.141694 34.52 0.0013 0.0236 0.0044
  57188 01 60 5a 116.603148 40.141694 34.53 -0.0066 -0.0078 0.0039
  57228 01 60 5a 116.603148 40.141694 34.54 0.0044 -0.0211 -0.0034
  57268 01 60 5a 116.603148 40.141694 34.55 0.0092 0.0051 0.0035
  57307 01 60 5a 116.603148 40.141694 34.55 0.0082 0.0131 -0.0322
  57348 01 60 5a 116.603148 40.141694 34.56 -0.0180 0.0029 0.0146
  57388 01 60 5a 116.603148 40.141694 34.56 -0.0093 -0.0044 -0.0095
  57428 01 60 5a 116.603148 40.141694 34.57 0.0049 0.0000 0.0400
  57468 01 60 5a 116.603148 40.141694 34.57 -0.0079 -0.0077 0.0023
  57508 01 60 5a 116.603148 40.141694 34.58 -0.0036 0.0067 0.0375
  57548 01 60 5a 116.603148 40.141694 34.58 -0.0039 0.0004 0.0121
  57588 01 60 5a 116.603148 40.141695 34.58 0.0055 -0.0124 0.0178
  57628 01 60 5a 116.603148 40.141695 34.59 -0.0048 0.0088 0.0101
  57668 01 60 5a 116.603148 40.141695 34.59 -0.0072 0.0000 -0.0155
  57708 01 60 5a 116.603148 40.141695 34.60 0.0104 0.0025 0.0297
  57747 01 60 5a 116.603148 40.141695 34.61 0.0172 0.0154 0.0432
  57788 01 60 5a 116.603148 40.141695 34.61 -0.0087 0.0057 0.0227
  57828 01 60 5a 116.603148 40.141695 34.61 -0.0046 0.0013 -0.0059
  57868 01 60 5a 116.603148 40.141695 34.61 -0.0126 0.0071 -0.0219
  57908 01 60 5a 116.603148 40.141695 34.61 0.0152 -0.0004 -0.0025
  57948 01 60 5a 116.603148 40.141695 34.62 0.0022 0.0231 0.0019
  57988 01 60 5a 116.603148 40.141695 34.62 -0.0040 -0.0121 0.0088
  58028 01 60 5a 116.603148 40.141695 34.62 -0.0121 -0.0157 -0.0068
  58068 01 60 5a 116.603148 40.141695 34.63 0.0108 0.0217 0.0307
  58108 01 60 5a 116.603148 40.141695 34.63 0.0011 -0.0054 0.0183
  58148 01 60 5a 116.603148 40.141695 34.64 0.0012 0.0144 0.0309
  58188 01 60 5a 116.603148 40.141695 34.64 0.0059 0.0017 0.0197
  58228 01 60 5a 116.603148 40.141695 34.64 -0.0166 -0.0146 -0.0035
  58268 01 60 5a 116.603148 40.141695 34.64 0.0015 -0.0027 0.0100
  58308 01 60 5a 116.603148 40.141695 34.64 0.0125 -0.0122 0.0346
  58348 01 60 5a 116.603148 40.141695 34.64 -0.0056 -0.0095 -0.0051
  58388 01 60 5a 116.603148 40.141695 34.65 -0.0106 -0.0044 0.0056
  58428 01 60 5a 116.603148 40.141695 34.65 -0.0012 0.0029 -0.0184
  58468 01 60 5a 116.603148 40.141695 34.66 0.0157 0.0024 0.0199
  58508 01 60 5a 116.603148 40.141695 34.66 -0.0125 0.0166 -0.0024
  58548 01 60 5a 116.603148 40.141695 34.67 -0.0095 -0.0005 -0.0116
  58588 01 60 5a 116.603148 40.141696 34.67 -0.0092 0.0180 0.0104
  58628 01 60 5a 116.603148 40.141696 34.67 -0.0139 -0.0084 0.0094
  58668 01 60 5a 116.603148 40.141696 34.67 -0.0055 0.0007 0.0005
  58708 01 60 5a 116.603148 40.141696 34.67 -0.0124 -0.0051 0.0059
  58748 01 60 5a 116.603148 40.141696 34.68 -0.0071 -0.0066 0.0162
  58788 01 60 5a 116.603148 40.141696 34.68 -0.0116 0.0027 -0.0066
  58828 01 60 5a 116.603148 40.141696 34.59 0.0028 -0.0061 -0.0030
  58868 01 60 5a 116.603148 40.141696 34.59 0.0128 0.0264 0.0064
  58908 01 60 5a 116.603148 40.141696 34.59 -0.0010 -0.0091 -0.0100
  58948 01 60 5a 116.603148 40.141696 34.68 0.0130 -0.0030 0.0430
  58988 01 60 5a 116.603148 40.141696 34.67 0.0093 -0.0010 0.0218
  59028 01 60 5a 116.603148 40.141696 34.67 -0.0023 0.0106 0.0005
  59068 01 60 5a 116.603148 40.141696 34.67 -0.0096 0.0002 0.0038
  59108 01 60 5a 116.603148 40.141696 34.66 -0.0076 -0.0091 -0.0084
  59148 01 60 5a 116.603148 40.141696 34.66 -0.0031 -0.0095 0.0004
  59188 01 60 5a 116.603148 40.141696 34.66 0.0010 -0.0028 -0.0052
  59228 01 60 5a 116.603148 40.141696 34.65 -0.0086 0.0098 -0.0049
  59268 01 60 5a 116.603148 40.141696 34.65 0.0059 0.0082 0.0205
  59308 01 60 5a 116.603148 40.141696 34.65 -0.0024 0.0079 0.0065
  59348 01 60 5a 116.603148 40.141696 34.64 0.0052 0.0248 0.0189
  59388 01 60 5a 116.603148 40.141696 34.64 0.0070 -0.0089 -0.0323
  59428 01 60 5a 116.603148 40.141696 34.64 0.0007 0.0219 -0.0004
  59468 01 60 5a 116.603148 40.141696 34.63 0.0048 0.0368 -0.0073
  59508 01 60 5a 116.603148 40.141696 34.63 0.0098 0.0155 -0.0114
  59548 01 60 5a 116.603148 40.141696 34.63 -0.0018 0.0240 0.0160
  59588 01 60 5a 116.603148 40.141696 34.62 -0.0163 -0.0118 -0.0186
  59628 01 60 5a 116.603148 40.141696 34.62 -0.0141 -0.0095 0.0257
  59668 01 60 5a 116.603148 40.141696 34.61 -0.0110 0.0073 -0.0132
  59708 01 60 5a 116.603148 40.141695 34.51 0.0034 -0.0050 0.0275
  59748 01 60 5a 116.603148 40.141695 34.51 -0.0198 0.0054 0.0067
  59788 01 60 5a 116.603148 40.141695 34.51 0.0112 0.0193 0.0193
  59828 01 60 5a 116.603148 40.141696 34.60 -0.0015 0.0038 0.0098
  59868 01 60 5a 116.603148 40.141696 34.60 -0.0145 0.0004 0.0229
  59908 01 60 5a 116.603148 40.141696 34.60 0.0030 0.0100 0.0517
  59948 01 60 5a 116.603148 40.141696 34.60 -0.0226 -0.0055 0.0382
  59988 01 60 5a 116.603148 40.141696 34.60 -0.0053 -0.0003 0.0318
  60028 01 60 5a 116.603148 40.141696 34.59 -0.0043 0.0204 -0.0633
  60067 01 60 5a 116.603148 40.141696 34.60 0.0005 0.0031 -0.0143
  60108 01 60 5a 116.603148 40.141696 34.60 -0.0065 0.0036 0.0011
  60148 01 60 5a 116.603148 40.141696 34.60 -0.0140 -0.0111 0.0202
  60188 01 60 5a 116.603148 40.141696 34.59 0.0107 -0.0207 -0.0032
  60228 01 60 5a 116.603148 40.141696 34.59 0.0087 -0.0083 0.0220
  60268 01 60 5a 116.603148 40.141696 34.58 0.0085 -0.0006 0.0350
  60308 01 60 5a 116.603148 40.141696 34.57 0.0108 0.0023 0.0355
  60348 01 60 5a 116.603148 40.141696 34.56 -0.0129 -0.0066 -0.0081
  60388 01 60 5a 116.603148 40.141696 34.56 -0.0075 -0.0015 0.0050
  60428 01 60 5a 116.603148 40.141696 34.55 0.0037 0.0304 0.0218
  60468 01 60 5a 116.603148 40.141696 34.55 -0.0252 -0.0095 0.0269
  60507 01 60 5a 116.603148 40.141696 34.55 -0.0046 0.0025 0.0029
  60548 01 60 5a 116.603148 40.141696 34.54 0.0044 0.0136 -0.0111
  60588 01 60 5a 116.603148 40.141696 34.54 0.0102 -0.0028 0.0106
  60628 01 60 5a 116.603148 40.141696 34.53 0.0106 0.0022 -0.0229
  60668 01 60 5a 116.603148 40.141696 34.53 0.0061 0.0161 -0.0122
  60708 01 60 5a 116.603148 40.141696 34.53 -0.0067 0.0173 0.0182
  60747 01 60 5a 116.603148 40.141696 34.53 -0.0076 0.0146 0.0122
  60788 01 60 5a 116.603148 40.141696 34.53 -0.0089 0.0043 0.0181
  60828 01 60 5a 116.603148 40.141696 34.53 -0.0113 0.0043 0.0094
  60868 01 60 5a 116.603148 40.141696 34.53 -0.0007 -0.0044 0.0047
  60908 01 60 5a 116.603148 40.141696 34.53 -0.0041 -0.0133 0.0072
  60948 01 60 5a 116.603148 40.141696 34.53 -0.0054 -0.0013 0.0219
  60987 01 60 5a 116.603148 40.141696 34.53 -0.0041 0.0190 0.0096
  61028 01 60 5a 116.603148 40.141696 34.52 0.0036 0.0344 -0.0183
  61068 01 60 5a 116.603148 40.141696 34.52 0.0000 0.0136 -0.0380
  61108 01 60 5a 116.603148 40.141696 34.53 -0.0066 -0.0138 0.0134
  61148 01 60 5a 116.603148 40.141696 34.52 0.0047 -0.0140 -0.0105
  61187 01 60 5a 116.603148 40.141696 34.51 0.0033 -0.0071 0.0137
  61228 01 60 5a 116.603148 40.141696 34.51 0.0053 -0.0100 0.0644
  61268 01 60 5a 116.603148 40.141696 34.50 -0.0043 -0.0053 -0.0025
  61308 01 60 5a 116.603148 40.141696 34.50 -0.0250 -0.0151 0.0112
  61348 01 60 5a 116.603148 40.141696 34.50 -0.0058 -0.0016 -0.0007
  61388 01 60 5a 116.603148 40.141696 34.49 0.0053 -0.0009 0.0027
  61428 01 60 5a 116.603148 40.141696 34.49 0.0041 -0.0008 0.0221
  61468 01 60 5a 116.603148 40.141696 34.49 -0.0026 -0.0195 -0.0026
  61508 01 60 5a 116.603148 40.141696 34.48 0.0169 0.0117 0.0007
  61548 01 60 5a 116.603148 40.141696 34.48 0.0124 0.0162 0.0386
  61588 01 60 5a 116.603148 40.141696 34.39 -0.0013 0.0284 0.0181
  61627 01 60 5a 116.603148 40.141696 34.39 -0.0004 0.0087 0.0129
  61668 01 60 5a 116.603148 40.141696 34.39 0.0035 0.0028 0.0430
  61708 01 60 5a 116.603148 40.141696 34.38 -0.0238 -0.0142 0.0054
  61748 01 60 5a 116.603148 40.141696 34.38 -0.0233 0.0005 0.0186
  61788 01 60 5a 116.603148 40.141696 34.37 0.0103 0.0168 -0.0207
  61828 01 60 5a 116.603148 40.141696 34.37 0.0050 -0.0191 -0.0073
  61867 01 60 5a 116.603148 40.141696 34.37 0.0009 -0.0137 -0.0071
  61908 01 60 5a 116.603148 40.141696 34.45 0.0035 -0.0161 0.0187
  61947 01 60 5a 116.603148 40.141696 34.45 0.0128 0.0011 0.0201
  61988 01 60 5a 116.603148 40.141696 34.44 0.0317 0.0263 0.0024
  62028 01 60 5a 116.603148 40.141696 34.44 0.0121 0.0140 0.0233
  62067 01 60 5a 116.603148 40.141696 34.43 0.0110 -0.0068 -0.0068
  62108 01 60 5a 116.603148 40.141696 34.42 0.0068 0.0005 -0.0231
  62148 01 60 5a 116.603148 40.141696 34.41 -0.0030 -0.0005 -0.0326
  62188 01 60 5a 116.603148 40.141696 34.41 -0.0153 -0.0076 -0.0265
  62228 01 60 5a 116.603148 40.141696 34.40 0.0076 -0.0172 -0.0320
  62268 01 60 5a 116.603148 40.141696 34.40 -0.0085 0.0050 -0.0016
  62307 01 60 5a 116.603148 40.141696 34.40 0.0233 0.0164 -0.0077
  62348 01 60 5a 116.603148 40.141696 34.40 0.0025 0.0153 0.0204
  62387 01 60 5a 116.603148 40.141696 34.40 -0.0050 0.0133 0.0111
  62428 01 60 5a 116.603148 40.141696 34.40 0.0102 0.0151 -0.0138
  62468 01 60 5a 116.603148 40.141696 34.39 0.0020 0.0074 -0.0008
  62508 01 60 5a 116.603148 40.141696 34.39 -0.0036 -0.0047 0.0164
  62548 01 60 5a 116.603148 40.141696 34.39 -0.0023 0.0142 0.0094
  62588 01 60 5a 116.603148 40.141696 34.38 0.0041 -0.0066 -0.0212
  62627 01 60 5a 116.603148 40.141696 34.38 0.0069 0.0000 0.0038
  62668 01 60 5a 116.603148 40.141696 34.38 -0.0014 0.0036 -0.0020
  62708 01 60 5a 116.603148 40.141696 34.37 0.0035 0.0203 -0.0030
  62748 01 60 5a 116.603148 40.141696 34.36 -0.0133 -0.0069 -0.0163
  62788 01 60 5a 116.603148 40.141696 34.36 0.0069 -0.0075 -0.0118
  62828 01 60 5a 116.603148 40.141696 34.36 -0.0168 0.0000 0.0240
  62868 01 60 5a 116.603148 40.141696 34.36 -0.0194 -0.0089 0.0354
  62908 01 60 5a 116.603148 40.141696 34.35 -0.0047 -0.0095 0.0224
  62947 01 60 5a 116.603148 40.141696 34.35 -0.0016 -0.0139 -0.0318
  62988 01 60 5a 116.603148 40.141696 34.35 0.0092 -0.0190 -0.0254
  63028 01 60 5a 116.603148 40.141696 34.35 -0.0011 0.0110 0.0127
  63068 01 60 5a 116.603148 40.141696 34.35 -0.0228 -0.0011 -0.0356
  63108 01 60 5a 116.603148 40.141696 34.35 0.0016 -0.0034 -0.0279
  63148 01 60 5a 116.603148 40.141696 34.35 0.0080 -0.0119 0.0187
  63187 01 60 5a 116.603148 40.141696 34.35 -0.0046 0.0051 0.0039
  63228 01 60 5a 116.603148 40.141696 34.12 -0.0196 -0.0478 -0.0099
  63268 01 60 5a 116.603148 40.141696 34.12 0.0069 0.0462 0.0394
  63308 01 60 5a 116.603148 40.141696 34.11 0.0123 -0.0147 -0.0268
  63348 01 60 5a 116.603148 40.141696 34.11 -0.0009 0.0181 0.0045
  63388 01 60 5a 116.603148 40.141696 34.13 0.0036 0.0049 0.0019
  63428 01 60 5a 116.603148 40.141696 34.13 0.0113 0.0081 0.0200
  63468 01 60 5a 116.603148 40.141695 34.20 0.0089 -0.0120 -0.0415
  63507 01 60 5a 116.603148 40.141695 34.21 0.0045 0.0069 -0.0154
  63548 01 60 5a 116.603148 40.141695 34.20 -0.0224 -0.0275 0.0276
  63588 01 60 5a 116.603148 40.141695 34.11 -0.0037 -0.0171 -0.0150
  63628 01 60 5a 116.603148 40.141695 34.11 -0.0084 0.0257 0.0276
  63668 01 60 5a 116.603148 40.141695 34.05 0.0123 0.0046 0.0396
  63708 01 60 5a 116.603148 40.141695 34.05 -0.0033 -0.0119 0.0297
  63747 01 60 5a 116.603148 40.141696 34.05 -0.0085 0.0215 -0.0235
  63788 01 60 5a 116.603148 40.141695 34.12 0.0063 0.0035 0.0004
  63827 01 60 5a 116.603148 40.141695 34.12 0.0200 0.0166 0.0135
  63868 01 60 5a 116.603148 40.141695 34.11 0.0108 0.0361 0.0231
  63908 01 60 5a 116.603148 40.141695 34.18 0.0115 0.0177 -0.0072
  63948 01 60 5a 116.603148 40.141695 34.17 0.0079 -0.0061 0.0001
  63987 01 60 5a 116.603148 40.141695 34.17 0.0105 0.0087 0.0214
  64028 01 60 5a 116.603148 40.141695 34.16 0.0084 0.0043 -0.0079
  64067 01 60 5a 116.603148 40.141695 34.16 -0.0031 0.0085 0.0082
  64108 01 60 5a 116.603148 40.141695 34.16 -0.0015 -0.0148 0.0075
  64148 01 60 5a 116.603148 40.141695 34.16 -0.0036 -0.0064 0.0060
  64188 01 60 5a 116.603148 40.141695 34.15 -0.0091 -0.0043 -0.0168
  64228 01 60 5a 116.603148 40.141695 34.15 -0.0006 -0.0196 0.0273
  64268 01 60 5a 116.603148 40.141695 34.15 0.0052 0.0157 -0.0281
  64307 01 60 5a 116.603148 40.141695 34.16 -0.0098 -0.0183 0.0034
  64348 01 60 5a 116.603148 40.141695 34.16 0.0001 0.0105 0.0440
  64387 01 60 5a 116.603148 40.141695 34.16 -0.0017 -0.0069 0.0110
  64428 01 60 5a 116.603148 40.141695 34.15 -0.0048 -0.0215 0.0172
  64468 01 60 5a 116.603148 40.141695 34.14 0.0074 -0.0144 -0.0084
  64507 01 60 5a 116.603148 40.141695 34.14 -0.0038 0.0126 -0.0046
  64548 01 60 5a 116.603148 40.141695 34.17 0.0031 0.0047 0.0116
  64588 01 60 5a 116.603148 40.141695 34.16 0.0008 0.0004 -0.0067
  64628 01 60 5a 116.603148 40.141695 34.16 -0.0062 -0.0259 -0.0243
  64668 01 60 5a 116.603148 40.141695 34.16 -0.0020 0.0061 0.0067
  64707 01 60 5a 116.603148 40.141695 34.16 -0.0021 -0.0058 -0.0133
  64747 01 60 5a 116.603148 40.141695 34.17 0.0076 -0.0013 0.0135
  64788 01 60 5a 116.603148 40.141695 34.17 0.0058 0.0017 0.0097
  64827 01 60 5a 116.603148 40.141695 34.17 -0.0196 -0.0113 -0.0093
  64868 01 60 5a 116.603148 40.141695 34.17 -0.0101 -0.0143 0.0061
  64908 01 60 5a 116.603148 40.141695 34.18 0.0126 0.0114 0.0147
  64947 01 60 5a 116.603148 40.141695 34.18 -0.0105 0.0139 0.0413
  64987 01 60 5a 116.603148 40.141695 34.17 0.0086 -0.0062 -0.0155
  65028 01 60 5a 116.603148 40.141695 34.17 -0.0031 0.0152 0.0082
  65067 01 60 5a 116.603148 40.141695 34.17 0.0080 0.0020 -0.0132
  65108 01 60 5a 116.603148 40.141695 34.17 0.0013 0.0115 -0.0014
  65148 01 60 5a 116.603148 40.141695 34.17 -0.0139 -0.0066 -0.0117
  65187 01 60 5a 116.603148 40.141695 34.18 -0.0142 -0.0140 0.0254
  65228 01 60 5a 116.603148 40.141695 34.18 -0.0014 -0.0069 0.0026
  65267 01 60 5a 116.603148 40.141695 34.18 0.0057 0.0054 0.0101
  65308 01 60 5a 116.603148 40.141695 34.18 -0.0100 -0.0021 0.0043
  65348 01 60 5a 116.603148 40.141695 34.18 -0.0056 0.0005 0.0045
  65388 01 60 5a 116.603148 40.141695 34.18 -0.0038 -0.0262 -0.0046
  65427 01 60 5a 116.603148 40.141694 34.13 0.0080 0.0227 0.0125
  65468 01 60 5a 116.603148 40.141694 34.12 -0.0003 0.0596 0.0179
  65507 01 60 5a 116.603148 40.141694 34.13 0.0050 -0.0227 0.0492
  65548 01 60 5a 116.603158 40.141716 35.39 -0.0050 0.0102 -0.0188
  65588 01 60 5a 116.603158 40.141716 35.40 -0.0304 -0.0227 0.0103
  65627 01 60 5a 116.603158 40.141716 35.39 0.0033 0.0047 -0.0225
  65668 01 60 5a 116.603148 40.141695 34.00 -0.0037 0.0078 -0.0346
  65707 01 60 5a 116.603148 40.141695 34.00 -0.0043 -0.0011 0.0297
  65748 01 60 5a 116.603148 40.141695 34.00 0.0025 0.0261 -0.0069
  65788 01 60 5a 116.603148 40.141695 34.12 -0.0112 -0.0103 -0.0329
  65828 01 60 5a 116.603148 40.141695 34.12 -0.0049 -0.0099 0.0395
  65868 01 60 5a 116.603148 40.141695 34.12 -0.0120 0.0052 0.0266
  65908 01 60 5a 116.603148 40.141695 34.12 0.0028 -0.0020 0.0201
  65947 01 60 5a 116.603148 40.141695 34.12 -0.0058 -0.0313 0.0025
  65988 01 60 5a 116.603148 40.141695 34.12 -0.0110 0.0130 0.0361
  66028 01 60 5a 116.603148 40.141695 34.12 -0.0006 -0.0045 0.0236
  66068 01 60 5a 116.603148 40.141695 34.12 -0.0003 -0.0071 -0.0026
  66107 01 60 5a 116.603148 40.141695 34.12 0.0140 -0.0177 -0.0319
  66147 01 60 5a 116.603148 40.141695 34.13 -0.0139 -0.0050 -0.0249
  66187 01 60 5a 116.603148 40.141695 34.13 -0.0043 -0.0067 -0.0398
  66228 01 60 5a 116.603148 40.141694 34.10 0.0017 -0.0080 -0.0376
  66267 01 60 5a 116.603148 40.141694 34.10 -0.0241 -0.0400 -0.0111
  66308 01 60 5a 116.603148 40.141695 33.97 0.0065 0.0329 -0.0076
  66348 01 60 5a 116.603148 40.141695 33.98 0.0270 0.0554 0.0768
  66387 01 60 5a 116.603148 40.141695 33.98 0.0288 0.0638 0.0669
  66427 01 60 5a 116.603148 40.141695 34.04 0.0226 -0.0028 0.0150
  66468 01 60 5a 116.603148 40.141695 34.04 0.0053 0.0104 0.0167
  66507 01 60 5a 116.603148 40.141695 34.04 -0.0026 0.0052 0.0422
  66548 01 60 5a 116.603148 40.141695 34.11 0.0006 -0.0051 -0.0061
  66587 01 60 5a 116.603148 40.141695 34.11 0.0134 0.0324 0.0581
  66628 01 60 5a 116.603148 40.141695 34.10 0.0005 0.0057 0.0136
  66667 01 60 5a 116.603148 40.141695 34.10 -0.0138 -0.0245 0.0164
  66707 01 60 5a 116.603148 40.141695 34.10 -0.0092 -0.0180 0.0151
  66747 01 60 5a 116.603148 40.141695 34.10 -0.0072 0.0012 0.0154
  66788 01 60 5a 116.603148 40.141695 34.10 0.0006 0.0090 0.0101
  66827 01 60 5a 116.603148 40.141695 34.10 0.0001 -0.0112 0.0109
  66868 01 60 5a 116.603148 40.141695 34.09 -0.0041 -0.0107 -0.0156
  66908 01 60 5a 116.603148 40.141695 34.09 0.0037 0.0062 0.0027
